Topic,Count,Name,Representation,Representative_Docs
219,15,219_colaboracion_soberanias_coordinacion_respeto,"['colaboracion', 'soberanias', 'coordinacion', 'respeto', 'nuestras', 'alianzas', 'marco', 'naciones', 'cooperacion', 'intensificar']","['conversamos sobre la importancia de una colaboracion estrecha tambien en materia de seguridad con pleno respeto a nuestras soberanias pero con una colaboracion en distintas areas que nos permite enfrentar puntos desafios de la region ', 'y el planteamiento es la coordinacion la colaboracion en el ambito del respeto mutuo y el respeto a nuestras soberanias ', 'entonces es una estrategia integral y en esta estrategia hay colaboracion toda la vida ha habido con el presidente lopez obrador tambien habia coordinacion de alto nivel con respeto a nuestras soberanias con el gobierno de estados unidos ']"
220,15,220_incautacion_estan_pardo_sheinbaum,"['incautacion', 'estan', 'pardo', 'sheinbaum', 'claudia', 'comenzando', 'problema', 'anam', 'retirados', 'elementos']","['presidenta de mexico claudia sheinbaum pardo como estan ', 'presidenta de mexico claudia sheinbaum pardo como estan ', 'presidenta de mexico claudia sheinbaum pardo ha habido tambien una parte muy importante de incautacion de armas asi como hay incautacion de droga como hay destruccion de laboratorios de metanfetaminas permanentemente y ha crecido de manera importante esta la incautacion de armas ']"
221,15,221_aplauso_fuerte_levantense_reconocimiento,"['aplauso', 'fuerte', 'levantense', 'reconocimiento', 'felicitacion', 'duda', 'pie', 'tributan', 'ganarlo', 'campeones']","['un aplauso a todos ellos ', 'pero sin duda alguna alguien a quien de verdad un aplauso muy fuerte un reconocimiento son a nuestros beneficiarios a todos ustedes ', 'y sin duda alguna un aplauso tambien para nuestros companeros que se dedican a la obra nuestros queridos albaniles y a todos los que hacen obra un aplauso muy fuerte hoy es si dia y hay que de verdad mandarles un abrazo y un reconocimiento muy fuerte ']"
222,15,222_bots_redes_cuentas_sociales,"['bots', 'redes', 'cuentas', 'sociales', 'robots', 'hashtag', 'red', 'tendencia', 'campanas', 'coinciden']","['el problema de esta particularmente esta red social es que se ha cargado mucho con cuentas falsas con bots con troles que estan vinculadas muchas veces a campanas negras particularmente contra personalidades o contra gobiernos ', 'veamos las cuentas que coinciden con el apoyo al prian de 33 mil 533 cuentas que usaron de nueva cuenta el hashtag narcoexpresidenteamlo 72 71 por ciento es decir 24 mil 427 cuentas coinciden en al menos una etiqueta en apoyo al prian de nueva cuenta queda explicito como se reactivan estas cuentas robots ', 'lo que mas llama la atencion en este tema es este linchamiento que han querido hacer contra gerardo mediatico y en redes lleno de bots asi pero ayer me estaban ensenando creo que 90 por ciento de la tendencia ahi que suben en la red x son bots ']"
223,15,223_clasismo_racismo_discriminacion_machismo,"['clasismo', 'racismo', 'discriminacion', 'machismo', 'diez', 'representacion', 'libertad', 'minorias', 'condenamos', 'independencia']","['cinco respetaremos y garantizaremos la diversidad religiosa politica social cultural y sexual de nuestra sociedad combatiremos cualquier forma de discriminacion no al racismo no al clasismo y no al machismo ', 'diez condenamos el clasismo el racismo el machismo y cualquier forma de discriminacion no es solo un asunto de tolerancia es el reconocimiento de que la profundizacion de las desigualdades llevara siempre a la injusticia la fraternidad significa vernos a los ojos como iguales ', 'diez condenamos el clasismo el racismo el machismo y cualquier forma de discriminacion ']"
224,15,224_deporte_actividades_disciplina_herramienta,"['deporte', 'actividades', 'disciplina', 'herramienta', 'juventud', 'cultura', 'jovenes', 'futbol', 'abrazamos', 'deportivas']","['esta accion tiene como objetivo canalizar las energias de nuestra juventud hacia el deporte la cultura y la participacion comunitaria como herramientas de desarrollo integral mas alla de una simple clase de boxeo representa un ejercicio de concientizacion social que envia un mensaje claro y directo el futuro de nuestra juventud esta en la disciplina en la salud en los valores que transmite el deporte a la vida y no en las adicciones y mucho menos en las redes delictivas ', 'como sabemos el deporte es una herramienta de transformacion social que debemos profundizar para el pueblo de mexico la ninez la juventud y sobre todo ejercer ese cambio social que tanto requiere mexico y sembrar la semilla de la paz por medio de la disciplina y los valores que implican el deporte ', 'la direccion nacional de promocion al deporte arte y bienestar asume el compromiso del segundo piso de la transformacion para convertir al deporte en una herramienta de bienestar y a edificar comunidades mas fuertes seguras y unidas promoviendo una vida activa y saludable atendiendo las causas mas profundas de la violencia ofreciendo a nuestras ninas a nuestros ninos y a nuestros jovenes de todo el pais nuevos horizontes de vida y oportunidades mediante el deporte ']"
225,14,225_indigena_indigenas_aniversario_amealco,"['indigena', 'indigenas', 'aniversario', 'amealco', 'mujeres', 'mujer', 'colon', 'artes', 'dia', 'medir']","['entonces acaba de ser su aniversario antier el 60 aniversario luctuoso y la familia pide a lo mejor algo muy hacia las nubes pero siempre es bueno expresarlo que se pudiera declarar el dia de luz jimenez el dia de su aniversario como un simbolo del recuerdo de estas mujeres que ancestralmente que lucharon y estuvieron ahi como en el olvido ', 'en teatro disenamos que al inicio de las obras en mas de mil intervenciones performaticas van a haber introducciones en cada una de las funciones con temas relacionados a la condicion de la mujer indigena la diversidad linguistica de nuestro pais y en esta primera etapa tambien estan invitadas por ejemplo petrona de la cruz de oaxaca alicia gregorio tambien de oaxaca pero de michoacan esta rubi tsunda marina carrillo diaz de nayarit entre otras entonces a lo largo del ano queremos visibilizar la creacion de estas mujeres aprovechando que tenemos mas de mil funciones en los distintos teatros ', 'y cambiamos tambien o aprovechamos el movimiento que se hizo de la estatua de colon para su restauracion para que el colon se fuera a otro espacio ahi estuvo jose alfonso de manera muy importante y ahi despues hubo un tema de a quien se dedicaba y habia grupos que hablaban de las mujeres en lucha pero no por ello nosotros dijimos aqui tiene que haber una mujer indigena porque son simbolos o es un simbolo del descubrimiento de america y lo reconoces no america fue descubierta para los europeos pero lo que hoy llamamos mexico tenia culturas milenarias ']"
226,14,226_justicia_pueblo_arbitros_detiene,"['justicia', 'pueblo', 'arbitros', 'detiene', 'unos', 'sueno', 'cuantos', 'elige', 'judicial', 'servir']","['los conservadores quisieran que olvidaramos como se vivia antes presidentes rodeados de lujos gobiernos alejados de la gente fortunas construidas al amparo del poder publico pero eso se acabo porque en este mexico nuevo la honestidad no es la excepcion es la regla y quien traicione al pueblo quien robe al pueblo enfrenta la justicia ', 'ya a la corte no la van a elegir unos cuantos senadores ya no van a estar al servicio de unos cuantos sino que como los elige el pueblo le van a responder al pueblo de mexico y va a cambiar el poder judicial con esta transformacion profunda que decidio el pueblo de mexico que quisieron por todos los lados detener pero a la transformacion nada la detiene al pueblo de mexico nada lo detiene ', 'los abogados y abogadas de mexico han respondido se registraron nos toca ahora en el comite de evaluacion buscar los mejores perfiles primero gente honesta y gente preparada gente comprometida que nos permita arribar a la justicia que todos esperamos una justicia mas cercana mas sensible mas humana con sensibilidad social con compromiso con el pueblo de mexico que nos permita ir construyendo un mejor sistema de justicia porque es claro que el que tenemos ahora no satisface las ansias y las exigencias legitimas del pueblo de mexico para tener jueces y juezas honestos y comprometidos ']"
227,14,227_bandera_doliente_entonar_escudo,"['bandera', 'doliente', 'entonar', 'escudo', 'batalla', 'himno', 'banderazo', 'fechas', 'nacional', 'quitara']","[' que viva la bandera nacional ', 'para finalizar mi participacion me gustaria recordarles que todas las naciones del mundo tienen una bandera que las identifica la nuestra como ya vimos merece honores y respeto pues nos llena de orgullo al recordarnos los momentos mas importantes de la historia nacional como la lucha por nuestra independencia como los retos para construirnos en un estado laico y soberano en el combate contras las dictaduras y la injusticia social durante la revolucion y las movilizaciones sociales del siglo pasado que hoy nos permiten gozar de los derechos y las libertades de hoy dia ', 'de estas 23 fechas estaban vinculadas a 17 personajes masculinos ya sea individuales o colectivos a que me refiero por ejemplo se iza la bandera en los natalicios o aniversarios luctuosos de venustiano carranza de benito juarez de francisco i madero pero tambien en fechas emblematicas como la batalla de puebla del 5 de mayo de 1862 el aniversario de la expropiacion petrolera la promulgacion de la constitucion de 1857 y 1917 o en media asta por el batallon de san patricio o los ninos heroes la batalla de los ninos heroes en chapultepec en 1847 asi estaba conformada ']"
228,14,228_fertilizantes_gratuitos_fertilizante_campesinos,"['fertilizantes', 'gratuitos', 'fertilizante', 'campesinos', 'pequenos', 'narro', 'productores', 'produccion', 'toneladas', 'agraria']","['de igual manera el apoyo al campo los fertilizantes gratuitos ayer iniciamos el proceso de reparto de los fertilizantes gratuitos en guerrero de igual forma produccion para el bienestar y otros programas de apoyo al campo sembrando vida tambien continua continuan todos los programas ', 'apoyo a los campesinos a los pequenos propietarios con fertilizantes gratuitos derecho constitucional establecido en la constitucion de la republica ', 'ya el programa de fertilizantes gratuitos ya no es solo un programa que depende de la presidenta ya es un derecho de las y los campesinos esta en la constitucion de la republica que a todos los pequenos productores que hay que darles fertilizantes gratuitos ']"
229,14,229_comentar_quieres_algo_pardo,"['comentar', 'quieres', 'algo', 'pardo', 'sheinbaum', 'claudia', 'viruela', 'quiere', 'taddei', 'elvira']","['presidenta de mexico claudia sheinbaum pardo quieres comentar zoe ', 'presidenta de mexico claudia sheinbaum pardo ariadna quieres comentar como se ', 'presidenta de mexico claudia sheinbaum pardo quieres comentar algo ']"
230,14,230_reciban_cordial_bienvenida_carino,"['reciban', 'cordial', 'bienvenida', 'carino', 'saludo', 'todos', 'portado', 'habitamos', 'honrada', 'bella']","['reciban todas y todos la mas cordial bienvenida', 'reciban todas y todos la mas cordial bienvenida ', 'a todos y todas reciban la mas cordial bienvenida ']"
231,14,231_felicidades_uruguay_muchas_amplio,"['felicidades', 'uruguay', 'muchas', 'amplio', 'pardo', 'sheinbaum', 'claudia', 'felicitarle', 'progresista', 'felicito']","['presidenta de mexico claudia sheinbaum pardo felicidades ', 'presidenta de mexico claudia sheinbaum pardo felicidades ', 'presidenta de mexico claudia sheinbaum pardo muchas felicidades ']"
232,14,232_homicidios_grafica_violencia_anterior,"['homicidios', 'grafica', 'violencia', 'anterior', 'disminuido', 'carteles', 'derivado', 'debido', 'regresate', 'revisarlas']","['despues de anos de violencia por la guerra emprendida por felipe calderon presidenta podemos pensar ya que con las claras tendencias de disminucion de los homicidios estamos entrando en una nueva etapa donde pronto tendremos un pais sin la violencia heredada por los gobiernos del prian ', 'presidenta claudia sheinbaum pardo si se trabaja en todos los casos en culiacan en chiapas en por ejemplo ayer hubo otra vez el primer lugar en homicidios fue nuevamente en guanajuato hubo homicidios en celaya y en leon particularmente y ahi hay un equipo que esta trabajando con la ciudadania entonces siempre lo vamos a hacer asi ', 'y si me permite sobre la grafica que presentaron si nos podrian explicar el comportamiento de los homicidios dolosos en sinaloa como se afecto la tasa delictiva de importancia en medio de los recurrentes enfrentamientos entre carteles ']"
233,14,233_buenos_dias_estan_pardo,"['buenos', 'dias', 'estan', 'pardo', 'sheinbaum', 'claudia', 'como', 'presidenta', 'chetumal', 'listos']","['presidenta de mexico claudia sheinbaum pardo buenos dias como estan ', 'presidenta de mexico claudia sheinbaum pardo buenos dias como estan ', 'presidenta de mexico claudia sheinbaum pardo buenos dias como estan ']"
234,14,234_armas_trafico_unidos_estados,"['armas', 'trafico', 'unidos', 'estados', 'servido', 'incautan', 'departamento', 'disminuya', 'arma', 'informe']","['esto es muy relevante porque reconoce el departamento de justicia esto esta es una traduccion de esa parte ustedes pueden encontrar en la red el informe del departamento de justicia de los estados unidos y ellos ya estan reconociendo lo que aqui decimos desde hace mucho tiempo cuando se incautan armas en este informe no estuvo pero en el pasado se dijo 75 por ciento de las armas que se incautan provienen de estados unidos y hoy lo reconoce el departamento de justicia ', 'preguntarle ayer se revelo un informe de la oficina de alcohol tabaco y armas de estados unidos de que aproximadamente 200 mil armas al ano se trafican hacia mexico tambien hablan de que mas o menos de 2017 a 2022 el 74 por ciento de las armas que se usaron en homicidios dolosos en mexico provenian de estados unidos ', 'estamos haciendo un trabajo recuerden que 75 por ciento de las armas incautadas en distintos operativos vienen de estados unidos en estados unidos es muy liberalizada la venta de armas hay incluso ferias de armamento en distintos lugares donde se pueden comprar armas y hay grupos criminales en mexico que adquieren armas en estados unidos y que las pasan de manera ilegal a mexico ']"
235,14,235_hijos_crecieron_llegamos_60,"['hijos', 'crecieron', 'llegamos', '60', 'tengo', 'cuidamos', 'anos', 'edad', '62', 'hijas']","['llegamos a los 60 anos ya crecieron los hijos y ahora a quien cuidamos ', 'ya llegamos a los 60 es mi caso eh yo tengo 62 llegamos a los 60 y luego ya crecieron los hijos ya estan grandes ya hicieron su vida si lo deciden se casaron tienen hijos tienen hijas o sea tenemos nietos y luego ya salieron los hijos grandes ', 'llegamos a los 60 anos yo tengo 62 se de lo que les hablo y ya crecieron los hijos ya ahora tenemos nietos verdad ya cuidamos a los hijos y ahora a quien cuidamos ']"
236,14,236_buenos_dias_todas_todos,"['buenos', 'dias', 'todas', 'todos', 'muy', 'acompanarlos', 'bimbo', 'gusto', 'guzman', 'gonzalez']","['muy buenos dias a todas y a todos ', 'muy buenos dias a todas y a todos ', 'muy buenos dias a todas y a todos ']"
237,14,237_aviones_vuelos_aviacion_mexicana,"['aviones', 'vuelos', 'aviacion', 'mexicana', '00', 'operacional', 'escondido', 'pilotos', 'latinoamerica', 'cancelados']","['ademas de estas decisiones a partir del 6 de enero se derivaron de la terminacion del contrato de prestacion integral de servicios de transporte aereo con la empresa con la cual mexicana tenia una relacion comercial y a fin de lograr un eficiente empleo de los recursos disponibles se determino concentrar el esfuerzo en los destinos con mayor demanda asi como en aquellos destinos que no son atendidos por otras aerolineas como son ixtepec lo que es ciudad victoria lo que es palenque a traves de una alianza estrategica con nuestro prestador de servicios aereos ', 'queremos comentarle que se han suspendido los vuelos comerciales y privados de oaxaca a mexico puerto escondido asi como de huatulco han sido cancelados 7 vuelos el dia de hoy y 8 vuelos cancelados en puerto escondido y en huatulco 7 ', 'este avion de la familia e2 sera el primero en su tipo en operar en mexico por lo cual mexicana llevara a cabo los procesos de certificacion de la aeronave ante la agencia federal de aviacion civil para cumplir con la normatividad aeronautica y estandares de seguridad operacional establecidos en la aviacion comercial a nivel nacional e internacional ademas de fortalecer la capacitacion de personal tecnico aeronautico para estar en condiciones de iniciar con las operaciones comerciales a finales de agosto del presente ano ']"
238,13,238_censura_hablan_censurar_censurado,"['censura', 'hablan', 'censurar', 'censurado', 'dijiste', 'nadie', 'escribe', 'oye', 'solicitando', 'escuchan']","[' donde hay censura pueden hablar ', 'es el tema de la censura por ejemplo donde hay censura en mexico quien de los que escribe que hay censura se le ha censurado alguna vez quien ', 'y tiene que ver con esto porque hablan de que se acabo la republica que hay antidemocracia que el gobierno censura que ahorita voy a mencionar algo de eso porque ahora todos traen censura censura nadie los censura a ellos pero hablan de censura como retahila ahi no ']"
239,13,239_brasil_colombia_brasilenos_vanguardia,"['brasil', 'colombia', 'brasilenos', 'vanguardia', 'lula', 'empresarios', 'temas', 'comunicado', 'veracruz', 'compartir']","['vienen a finales de agosto el vicepresidente y algunos secretarios con empresarios brasilenos y la idea es que aqui nos reunamos con el gabinete y empresarios mexicanos que esten interesados en tener acuerdos comerciales de colaboracion de coordinacion de cooperacion de inversiones conjuntas tanto en brasil como en mexico ', 'aun con todos estos antecedentes un reportero de vanguardia veracruz el pasado viernes 4 de junio en esta mananera del pueblo senalo que usted como presidenta de mexico deberia hablar con la gobernadora rocio nahle por temas de inseguridad en el estado sin mencionar los graves delitos en que se encuentran involucrados el dueno de vanguardia de veracruz goyo gomez y la directora del medio su cunada ivonne patricia ', 'pregunta oiga en el caso de brasil por ahi hay un todo parece indicar que es el director del banco de brasil que ya por ahi en redes sociales que se tomo la foto con usted con el presidente lula que ya esta anunciando que va a estar en mexico incluso su secretaria de economia mas bien de energia le da la bienvenida no se si nos pueda hablar de esto ']"
240,13,240_california_baja_sur_interesante,"['california', 'baja', 'sur', 'interesante', 'trends', 'philkor', 'mireya', 'tercer', 'lugar', 'patron']","['en tercer lugar baja california con 7 3 por ciento ', 'en segundo lugar esta baja california con el 7 1 por ciento ', 'baja california el 7 9 por ciento ']"
241,13,241_loaeza_lajous_reguladora_ferroviario,"['loaeza', 'lajous', 'reguladora', 'ferroviario', 'transporte', 'agencia', 'andres', 'director', 'general', 'buenos']","['el director general de la agencia reguladora de transporte ferroviario andres lajous loaeza ', 'el director general de la agencia reguladora de transporte ferroviario andres lajous loaeza ', 'el director general de la agencia reguladora de transporte ferroviario andres lajous loaeza ']"
242,13,242_remesadoras_envio_modalidad_calculadora,"['remesadoras', 'envio', 'modalidad', 'calculadora', 'dinero', 'finabien', 'cuanto', 'dolares', 'efectivo', 'remesadora']","['y recordarles que tenemos una calculadora virtual en nuestra pagina de internet en donde pueden ponerle ahi cuanto estarian enviando incluso hasta por lugares de estados unidos en donde pueden acudir a hacer su envio en efectivo ', 'recordar que en la pagina de internet de profeco hay una plataforma hay una calculadora en donde pueden hacer ahi un simulacro de cuantos dolares se estarian enviando y cuanto se traduciria en pesos a partir de dos indicadores el promedio de comision y el promedio de tipo de cambio que cada una de estas remesadoras maneja ', 'entonces es muy importante que consulten en la pagina de internet de profeco cuales son las remesadoras que mas dinero da por sus dolares en promedio finabien da 366 pesos mas perdon pesos en esta modalidad de deposito a cuenta y transferencia ']"
243,13,243_embajador_anticipados_extranamiento_reunion,"['embajador', 'anticipados', 'extranamiento', 'reunion', 'cortesia', 'acordado', 'departamento', 'secretario', 'relaciones', 'expediente']","[' nos puede compartir cuales fueron los principales temas de la reunion que tuvo el dia de ayer con el embajador de estados unidos en mexico el nuevo embajador ', 'pregunta presidenta usted quedo de enviarle una carta a la dirigencia nacional de morena respecto a los actos anticipados de campana particularmente de andrea chavez pero se dan otros incidentes tambien hay denuncias como hacia el presidente municipal ahi de ciudad juarez cruz perez cuellar me parece que se apellida su segundo apellido donde se la acusa de no solamente actos anticipados de campana sino tambien de recursos que esta invirtiendo recursos publicos por ejemplo 15 millones de pesos 2 millones para colegio de ingeniero s para una posada navidena entre otras situaciones que se han denunciado ', 'el secretario de relaciones exteriores entro ayer en contacto con el embajador de los estados unidos nuestro embajador alla en estados unidos tambien con las autoridades de estados unidos y siempre las mexicanas y los mexicanos van a tener nuestro apoyo y nuestra demanda para que se respeten siempre los derechos humanos ']"
244,13,244_lluvias_lluvia_llueve_lloviendo,"['lluvias', 'lluvia', 'llueve', 'lloviendo', 'retorno', 'clima', 'calor', 'temporada', 'gobernamos', 'mucho']","['pregunta exactamente precisamente porque las lluvias son mas ', 'y ahora vemos lluvias que rebasaron por mucho este periodo de retorno asi es como se mide lo que denominamos peligro en las funciones de riesgo bueno pues aqui estamos hablando tal vez de periodos de retorno de mil anos ', 'y como hemos bueno todos han estado enterados hemos tenido una temporada de lluvias ya no una lluvia una temporada de lluvias que no se habia tenido desde hace mucho tiempo ']"
245,13,245_reformas_reforma_constitucion_adiciones,"['reformas', 'reforma', 'constitucion', 'adiciones', 'union', 'legislaturas', 'congreso', 'octubre', 'aprobadas', 'brecha']","['como antecedente el pasado 30 de septiembre del 2024 se publico el decreto por el que se reforman y adicionan diversos articulos de la constitucion politica de los estados unidos mexicanos en materia de guardia nacional bajo estos supuestos se presento este paquete de reformas que permite la armonizacion de dichas leyes a la reforma constitucional ', 'el dia de ayer fue aprobado por el senado eso es muy bueno todas las reformas que enviamos el 3 de octubre el 3 de octubre enviamos un paquete de reformas de proteccion y reconocimiento de los derechos de las mujeres mexicanas al congreso de la union tanto reformas constitucionales como a distintas leyes que permiten poner en la ley el acceso a los derechos a todos los derechos de todas las mujeres incluido la brecha salarial disminuir la brecha salarial a trabajo igual salario igual y muchas otras ', 'articulo 135 de la constitucion politica de los estados unidos mexicanos dice cual es el procedimiento para modificar la constitucion la presente constitucion puede ser adicionada o reformada para que las adiciones o reformas lleguen a ser parte de la misma se requiere que el congreso de la union por el voto de las dos terceras partes de los individuos presentes acuerden las reformas o adiciones y que estas sean aprobadas por la mayoria de las legislaturas de los estados y de la ciudad de mexico el congreso de la union o la comision permanente en su caso haran el computo de los votos de las legislaturas y la declaracion de haber sido aprobadas las adiciones o reformas ']"
246,13,246_fraude_allegadas_senador_consenso,"['fraude', 'allegadas', 'senador', 'consenso', 'norona', 'andan', 'fernandez', 'vengan', '2006', 'electoral']","['fijense lo que hubiera querido la oposicion la derecha los conservadores que hubieran querido que no hubiera habido un acuerdo un entendimiento estaban asi pero ay que le vaya remal a la presidenta por favor que vengan a reganarla o que vengan a no se a decirles que la lista de los politicos que estan vinculados no asi estaban ', 'he puesto aqui el ejemplo muchas veces de ugalde que ahora ya se fue a harvard a dar una catedra sobre los gobiernos populistas pero fue quien se opuso terminantemente a que se abrieran todas las casillas y que fue parte fundamental del fraude electoral del 2006 siendo presidente del ine ', 'pregunta hace unos dias publicamos unos videos una nota donde recordamos nos encontramos ahora si que en el archivo en el youtube que el dia que usted fue a la unam y que en pleno 2006 despues del fraude electoral lo denuncio en la facultad de filosofia y letras ']"
247,13,247_tercer_principio_pueblo_sin,"['tercer', 'principio', 'pueblo', 'sin', 'juarista', 'todo', 'el', 'supuesto', 'dice', 'pensamiento']","['y el tercer principio con el pueblo todo sin el pueblo ', 'y el tercer principio con el pueblo todo sin el pueblo ', 'y el tercer principio con el pueblo todo sin el pueblo ']"
248,13,248_solicitamos_intervencion_moderador_respetuosa,"['solicitamos', 'intervencion', 'moderador', 'respetuosa', 'respetuosamente', 'montiel', 'reyes', 'ariadna', 'secretaria', 'licenciada']","['moderador solicitamos respetuosamente la intervencion de la secretaria de bienestar ariadna montiel reyes ', 'moderador solicitamos la intervencion de la secretaria de bienestar ariadna montiel reyes ', 'moderador solicitamos la intervencion de la secretaria de bienestar ariadna montiel reyes ']"
249,13,249_unidos_80_estados_empleados,"['unidos', '80', 'estados', 'empleados', 'ciento', 'envian', 'ayudan', 'empleos', 'empresas', 'invierten']","['fijense todo eso que envian a mexico que nos ayudan ayudan a todo el pais y ayudan a sus familias que es la principal divisa que tenemos que nos entra a mexico gracias gracias a los paisanos y paisanas eso es solo el 20 por ciento de lo que ellos ganan el 80 por ciento el otro 80 por ciento se queda en estados unidos se ahorra ahi se gasta ahi ', 'fijense las y los mexicanos que trabajan alla sea que tengan documentos o no el 20 por ciento o poco menos del 20 por ciento lo envian en remesas pero el 80 por ciento de sus ingresos lo invierten en estados unidos 80 por ciento de los salarios que las y los trabajadores mexicanos ganan en estados unidos se consumen en estados unidos ', 'tercero cuando los migrantes mexicanos en estados unidos envian remesas a mexico ese dinero se usa para comprar productos elaborados en estados unidos para su exportacion estas exportaciones crean empleos en estados unidos y de los miles de millones de dolares que cobran los bancos y las instituciones remesadoras estadounidenses ese es dinero que se queda en estados unidos ']"
250,12,250_tenochtitlan_timbre_recuperacion_fundacion,"['tenochtitlan', 'timbre', 'recuperacion', 'fundacion', 'progreso', 'memoria', 'ciudad', 'conmemoracion', '700', 'contienen']","['por mencionar unicamente algunos de los mas recientes nuestros billetes de 100 pesos que contienen las imagenes de sor juana ines de la cruz y la mariposa monarca o los de 50 que contienen la imagen de la fundacion de tenochtitlan y el famoso ajolote no solo han ganado reconocimientos internacionales sino el apego y carino del publico ', 'como parte de la conmemoracion de los siete siglos del legado de grandeza de mexico tenochtitlan el 26 de julio del 2025 a las 10 00 horas en el zocalo capitalino la defensa llevara a cabo una representacion escenografica de algunos de los momentos mas emblematicos de tenochtitlan y del pueblo mexica ', 'y a este conjunto de actividades en conmemoracion a los 700 anos se suma esta obra singular del timbre postal conmemorativo por los 700 anos de mexico tenochtitlan una pieza artistica y documental que llevara a cada rincon del pais la memoria de esta ciudad levantada sobre el agua ']"
251,12,251_periodistas_propaganda_odio_extranjeros,"['periodistas', 'propaganda', 'odio', 'extranjeros', 'prensa', 'periodista', 'etica', 'medios', 'expresidente', 'expresarnos']","['interlocutora y desde la etica pues tambien decir que la etica periodistica nos obliga a los periodistas no violentar a las demas personas a respetar los derechos humanos y tambien a no expresarnos o distribuir mensajes de odio y en este caso ', 'y que es una andanada muy claramente y que incluso algunos periodistas criticos a este tipo de narrativas lo dicen incluso los acusan como practicamente gente que periodistas traen la voceria de ciertos actores que son no solo opositores sino incluso con un ferviente odio a la cuarta transformacion al presidente ', 'y no es la primera vez que estos medios estadounidenses cooperan con ese tipo de propaganda sin presentar ninguna prueba esta el caso del new york times mismo en el tema de irak diciendo que habia armas de destruccion masiva para fomentar la invasion y despues tuvo que ofrecer disculpas a sus lectores y al planeta y a los iraquies ']"
252,12,252_leche_liconsa_litros_antigua,"['leche', 'liconsa', 'litros', 'antigua', 'polvo', 'bienestar', 'bajos', 'reciben', '039', 'geraldo']","['bueno y estamos aqui para el programa que ya anunciaron que es la construccion o mas bien ya esta construida el equipamiento de una planta de leche pasteurizada de liconsa solo que ahora ya le cambiamos el nombre a liconsa tambien en unas semanas ya va a tener un nuevo nombre se llama leche para el bienestar porque en realidad es leche para el bienestar de las ninas y los ninos para el bienestar del pueblo de mexico ', 'leche para el bienestar la antigua leche liconsa que es leche a un precio accesible la reciben 70 mil 931 ninas y ninos en el estado ', 'liconsa tiene aqui varios centros de acopio aqui en zacatecas en lo que va del ano hasta octubre liconsa ha acopiado 22 6 millones de litros de leche aqui en este estado 22 6 millones de litros de leche y esa leche en gran medida se distribuye a precios muy convenientes muy bajos mucho mas bajos que en cualquier tienda a 135 mil 039 personas en todos los municipios del estado la leche de los productores de zacatecas a las consumidoras y los consumidores que lo necesitan de aqui de este estado ']"
253,12,253_presion_medir_arterial_vez,"['presion', 'medir', 'arterial', 'vez', 'temprana', 'visitar', 'salud', 'oximetro', 'alta', 'azucar']","['por eso es muy importante las campanas precisamente de promocion a la salud de que se tomen la presion arterial cuando menos una vez al ano cuando menos de esa manera se trata de detectarlos en forma temprana si se detecta en forma temprana antes de que acudan a un medico se puede alterar la historia natural de la hipertension arterial ', 'llevan un equipo y un sistema electronico una tableta y ahi le preguntan a las y los adultos mayores su estado de salud revisan su corazon su presion incluso el azucar en la sangre y ahi ven si tienen algun problema medico y los regresan a visitar una vez o al siguiente mes 2 meses o 3 meses dependiendo de su estado de salud ', 'entonces levantan un historial y se dan cuenta a la hora de medir si alguien tiene presion alta o tiene azucar alta si es necesario lo llevan al medico y si no entonces en la siguiente visita de acuerdo con los medicos los pueden medicar para poder controlar la presion o la diabetes ']"
254,12,254_veracruz_licita_diariamente_cristobal,"['veracruz', 'licita', 'diariamente', 'cristobal', 'foro', 'guadalajara', 'colapsada', 'transitan', 'taqueros', 'conductoras']","['en el estado de veracruz ', 'luego el dia 17 habra un foro en veracruz en xalapa sobre educacion uno en san cristobal de las casas sobre bienestar un foro sobre sembrando vida en los pinos aqui en la ciudad de mexico cuatro foros de jovenes en oaxaca en hermosillo en chihuahua y en san cristobal de las casas ', 'presidenta en esta ocasion quiero plantearle un tema que afecta diariamente a miles de familias en jalisco la avenida lopez mateos una de las principales arterias de la zona metropolitana de guadalajara se encuentra cotidianamente colapsada afectando la calidad de vida de mas de 150 mil conductores y conductoras que la transitan diariamente ']"
255,12,255_gracias_volver_bajan_agradecer,"['gracias', 'volver', 'bajan', 'agradecer', 'muchas', 'veo', 'doy', 'roldon', 'apa', 'entranas']","['aqui voy a agradecer muy atentamente agradezco la atencion que ha dado la secretaria del trabajo en especial al ingeniero julio sanchez y su equipo por el acompanamiento tan cercano que ha brindado a las familias durante la recuperacion y restitucion de los restos de los mineros recuperados ', 'tambien agradecer a las empresas que nos estan apoyando porque hace unos dias por instrucciones de la presidenta se formo un gran acuerdo nacional por el derecho humano al agua y en esta jornada estan participando tambien sindicatos casas de estudio nos estan ayudando muchas empresas con personal y tambien hicieron algunas aportaciones de equipo y en total quisiera darles el siguiente dato ', 'le doy las gracias a la empresa obras mineras y tiros del centro y a la empresa kia no hablo de la empresa hablo de sus trabajadores porque yo veo en ellos como si fuera mi apa veo que bajan dia con dia bajan a las entranas de la mina sin saber que riesgos hay sin saber si van a volver o no van a volver dejando familias en sus casas en sus hogares y para mi es un privilegio que ellos aun esten en este proyecto ']"
